"MANAERP__Partner_Internal_Id__c","MANAERP__School_Code__c","Name","School_Name_kana__c","Org_Code__c","Org_Name__c","Org_Level__c","MANAERP__Location_Type__c","Type","ParentId","_Parent.Name","MANAERP__Second_Parent__r:Account:MANAERP__Partner_Internal_Id__c","MANAERP_Linework_Calender_Id__c","Phone","MANAERP__Email__c","MANAERP__City__c","MANAERP__Street_1__c","MANAERP__Street_2__c","MANAERP__Postal_Code__c","MANAERP__Prefecture__c","MANAERP__Status__c","__Status","__Id","__Action","__Errors"
"000231","8470","BASE吉祥寺","ベースキチジョウジ","008470","BASE吉祥寺","000006","Center","Campus","000062","第３エリア（高大本部）","高萩","","422219620","kichijoji@managara-base.jp","武蔵野市","吉祥寺本町1-8-10","吉祥寺ビル5階","1800004","東京都","Operating","Queued","","",""
"000232","8670","BASE福井","ベースフクイ","008670","BASE福井","000006","Center","Campus","000071","第６エリア（高大本部）","養父","c_10472382_f3bf504a-b29e-488b-8de1-f95811cd55cf","776226510","fukui@managara-base.jp","福井市","手寄 1-4-1","AOSSA2階","9100858","福井県","Operating","Queued","","",""
"000233","8770","BASE西宮北口","ベースニシノミヤキタグチ","008770","BASE西宮北口","000006","Center","Campus","000071","第６エリア（高大本部）","","","","","","","","","","Not Operating","Queued","","",""
"000234","8810","BASE福山","ベースフクヤマ","008810","BASE福山","000006","Center","Campus","000602","第７エリア（2本部）","養父","","849732055","fukuyama@managara-base.jp","福山市","元町6-11","ILYA福山フロントビル1階","","広島県","Operating","Queued","","",""
"000237","8660","BASE名駅","ベースメイエキ","008660","BASE名駅","000006","Center","Campus","000064","第５エリア（高大本部）","養父","","529328515","meieki@managara-base.jp","名古屋市","中村区名駅南1丁目23-3","第2アスタービル3階","4500003","愛知県","Operating","Queued","","",""
"000238","313006","北谷津","キタヤツ","987918","北谷津","000006","Center","Campus","000128","法人支援室","高萩","","432281156","","千葉市","若葉区北谷津町282","","2650067","千葉県","Not Operating","Queued","","",""
"000242","313007","恵比寿","エビス","987919","恵比寿","000006","Center","Campus","000128","法人支援室","高萩","","364169364","","渋谷区","恵比寿西1-12-12","ルネスE.B.I 8F","1500021","東京都","Not Operating","Queued","","",""
"000342","352","高大収納チーム","コウダイシュウノウチーム","000352","高大収納チーム","000006","Center","","000339","経営管理部","","","","","港区","芝1-5-9","住友不動産芝ビル2号館5F","1050014","東京都","Operating","Queued","","",""
"000661","8422","新規校③","","008422","新規校③","000006","Center","Campus","000063","第４エリア（高大本部）","","","","","","","","","","Not Operating","Queued","","",""
"000662","8949","本校教務室","ホンコウキョウムシツ","008949","本校教務室","000006","Center","","000835","本校運営部","","","3686519","","港区","芝1-5-9","住友不動産芝ビル2号館5F","1050014","東京都","Operating","Queued","","",""
"000831","8371","新規校②","","008371","新規校②","000006","Center","Campus","000062","第３エリア（高大本部）","","","","","","","","","","Not Operating","Queued","","",""
"000834","8811","新規校⑤","","008811","新規校⑤","000006","Center","Campus","000602","第７エリア（2本部）","","","","","","","","","","Not Operating","Queued","","",""
"000839","8953","高大managara広報室","コウダイマナガラコウホウシツ","008953","高大managara広報室","000006","Center","","000057","高大連携事業部","","","3686519","","港区","芝1-5-9","住友不動産芝ビル2号館5F","1050014","東京都","Operating","Queued","","",""
"000223","313005","泰北学習センター","タイホクガクシュウセンター","313005","泰北学習センター","000006","Center","Campus","000128","法人支援室","","","886228825560","","士林区","福林路240号","","9999999","その他","Operating","Queued","","",""
"000230","8370","BASE越谷","ベースコシガヤ","008370","BASE越谷","000006","Center","Campus","000061","第２エリア（高大本部）","","","","","越谷市","南越谷1-17-2","朝日生命越谷ビル7 階","3430845","埼玉県","Not Operating","Queued","","",""
"000239","8811","BASE高松","ベースタカマツ","008811","BASE高松","000006","Center","Campus","000602","第７エリア（2本部）","","","","","高松市","亀井町2-1","朝日生命高松ビル9F","7600050","香川県","Not Operating","Queued","","",""
